Product ID,Brand Name,Product Name,Ingredients,Weight,Expiring Date,Certificate,Country,Price,Location of Product in Store
3796e91d-da1b-429c-8a74-3b237c1bd2d2,Winters-Branch,reduce,"['writer', 'leg', 'too']",192,2023-12-03,KOSHER,Montenegro,47.07,10
1c45ac1e-acd1-4ce0-96d0-cfca93547e82,Kaufman-Torres,if,"['form', 'well', 'budget']",47,2023-12-17,FDA,Israel,50.06,10
443781e7-f257-4890-92f1-6004f55e70ef,Newton LLC,job,"['form', 'front', 'scene']",451,2023-12-12,HALAL,Luxembourg,90.9,9
44c435b6-5820-4fbc-baba-a300a377f474,Yu Inc,policy,"['better', 'despite', 'baby']",13,2023-12-07,NON_GMO,Brunei Darussalam,80.47,2
3a0675ee-bf82-4001-bc72-3f6fe41382a1,Adkins-Church,lead,"['stay', 'arm', 'something']",106,2023-12-04,ISO,Rwanda,13.79,8
246e4bc0-3b9c-4d9f-a9fc-acf5edaa12df,"Allen, Johnson and Brown",respond,"['security', 'finally', 'deal']",552,2023-12-14,CE,Nigeria,21.69,9
2b1d4540-5d12-4a4d-8a76-4c7a214371b3,"Robbins, Hale and Espinoza",south,"['scene', 'the', 'this']",88,2023-12-08,KOSHER,Spain,31.92,3
6282bc8f-f23c-4d7b-82e6-d42fcf0d165e,Myers-Gallegos,remember,"['expect', 'hard', 'research']",628,2023-12-02,ISO,Mauritania,70.42,7
9ce8ce07-08e9-46b1-afcf-fc4e5a4941a3,"Woods, Perez and Daugherty",manager,"['expert', 'line', 'government']",515,2023-12-02,FDA,Costa Rica,33.86,1
a77cb53a-635d-4080-8ad9-c88187d1f151,Castillo-Brown,government,"['participant', 'me', 'phone']",573,2023-11-29,KOSHER,Kiribati,55.91,2
8f1c67e3-326e-46cf-990c-73d982c59a4d,Bartlett Group,prove,"['daughter', 'or', 'experience']",696,2023-12-08,HALAL,Myanmar,17.4,10
6611da37-74f7-4030-b0e8-a17158642328,Owens-Smith,grow,"['sing', 'movie', 'act']",529,2023-12-13,FDA,Bulgaria,71.6,1
002c9d3d-12de-4d8c-9997-20af95824e43,Jones-Sparks,practice,"['one', 'mention', 'federal']",970,2023-12-12,ISO,Congo,80.63,6
4ce175db-b1ff-43ca-839a-8ec3648996b1,Krause Inc,loss,"['see', 'note', 'ready']",677,2023-11-30,KOSHER,Saint Pierre and Miquelon,70.44,5
89b7582f-d8de-4938-81ee-9105e86ca5a2,Phillips LLC,difficult,"['girl', 'let', 'remain']",253,2023-12-08,VEGAN FRIENDLY,Burkina Faso,86.74,3
f2ff0cf3-fda3-4f7e-a165-9bb877501ca9,Miller Inc,environmental,"['old', 'music', 'star']",443,2023-12-17,HALAL,Belarus,22.72,4
0d1a074c-db3c-4cd3-b70c-1dd69090571f,"Crawford, Turner and Jones",while,"['study', 'research', 'statement']",190,2023-12-22,HALAL,Estonia,31.94,4
d2aed3ba-95f3-4596-845b-be9a09f13d19,Hoover-Shepherd,argue,"['total', 'plan', 'population']",73,2023-12-19,ISO,Barbados,34.82,8
4cc65c6e-445c-41b8-823c-cd832e5c397f,Guerrero-Floyd,property,"['image', 'similar', 'almost']",853,2023-11-30,CE,Uruguay,67.74,7
908527a7-a72a-484e-b3db-c275dbec9e2f,Duncan-Ford,scene,"['take', 'hot', 'garden']",112,2023-12-19,FDA,Russian Federation,11.61,6
3dfb0142-fa68-4830-85c4-697cb2dad845,Peterson Group,must,"['number', 'experience', 'society']",221,2023-11-28,VEGAN FRIENDLY,Mali,22.66,6
cc9b8b25-4f89-4835-86ec-37bafa350773,Abbott and Sons,cultural,"['purpose', 'cut', 'wind']",197,2023-12-01,CE,Cuba,84.94,2
ecc86da9-ad52-4b9f-b4ca-b5ce836dea32,Murphy Inc,bill,"['issue', 'agency', 'child']",253,2023-12-25,CE,Sao Tome and Principe,59.41,2
1990d385-f70c-4ddc-83ce-a2480e9d4575,"Newman, Snyder and Doyle",significant,"['draw', 'whom', 'skill']",848,2023-12-25,FDA,Qatar,48.81,2
e8e32c6c-00cb-4f57-9657-ff3abb9cbc46,Barry and Sons,difference,"['music', 'there', 'style']",763,2023-12-01,VEGAN FRIENDLY,Nicaragua,26.39,8
abf2d347-b67a-4957-93b2-498d168f8097,Berry-Maldonado,thus,"['significant', 'read', 'them']",815,2023-11-27,VEGAN FRIENDLY,Djibouti,69.51,9
3b458c32-f8e2-4d95-9a85-5f20ffa3e565,Smith LLC,keep,"['coach', 'democratic', 'issue']",322,2023-12-12,VEGAN FRIENDLY,Niue,59.64,1
6c9743f9-c146-455f-b026-7474186884fa,"Bird, Ross and Stewart",first,"['matter', 'arrive', 'after']",32,2023-12-17,FDA,Colombia,69.99,6
e7424acf-0eb0-464f-9606-9071fa329989,"Davis, Flynn and Burch",together,"['thank', 'alone', 'president']",389,2023-12-14,FDA,Sao Tome and Principe,62.8,9
80cc512a-9603-4665-91ce-1edb20447806,Johnson Inc,could,"['cell', 'position', 'seem']",275,2023-12-10,FDA,Micronesia,1.22,6
27854919-f812-402e-b1fb-8e739416cdbd,Benson Inc,will,"['word', 'reduce', 'either']",596,2023-12-02,ISO,Grenada,24.94,7
7f219dba-45a9-417c-b6d7-73f33f011ed4,Molina PLC,measure,"['box', 'computer', 'name']",430,2023-12-09,HALAL,Indonesia,30.39,7
9560a682-0076-447a-9eac-3463c8425271,Brown Group,low,"['drug', 'save', 'government']",685,2023-11-28,FDA,Djibouti,9.88,6
816e7538-5770-4a00-be62-891b019d90dc,Moreno Group,quickly,"['everything', 'traditional', 'consider']",242,2023-12-25,NON_GMO,Denmark,14.61,2
eae76587-13a2-436a-a4cd-d117029ccd47,Potter PLC,brother,"['near', 'major', 'industry']",222,2023-12-20,FDA,Guernsey,98.49,5
9704ae0a-5ce3-4246-ba84-68de65ddc75a,Gregory-Graves,professor,"['significant', 'voice', 'art']",722,2023-11-30,CE,Australia,82.65,4
ae4c7ece-c5b0-4a04-8a62-8a89ec1ada94,"Quinn, Stone and Page",also,"['doctor', 'oil', 'several']",345,2023-12-02,NON_GMO,Puerto Rico,84.28,10
8e14e8ca-6705-4160-8502-23dd002f5bec,Johnson Ltd,white,"['black', 'record', 'offer']",523,2023-12-06,FDA,Lithuania,24.22,5
ce149b04-b668-4f94-af65-57cd3ad2fa00,Warner-Gregory,market,"['bed', 'base', 'two']",445,2023-12-24,NON_GMO,Iraq,17.87,9
a1576104-18c8-4ae1-b5d4-5d0c470c95d4,Rodriguez-Craig,wrong,"['budget', 'west', 'cut']",874,2023-12-04,VEGAN FRIENDLY,Mauritania,93.42,3
e7bd521b-714c-4a2f-aaef-6ccf917bb57e,Schmidt Group,stand,"['stuff', 'cover', 'blood']",265,2023-12-25,VEGAN FRIENDLY,Sweden,25.46,5
e4b5bf02-9c25-496c-b7a7-35738e9714e9,Cummings LLC,door,"['mother', 'recent', 'property']",977,2023-12-02,FDA,Croatia,36.65,5
26a57a13-6008-4236-9c0f-c091021b7719,Ruiz LLC,win,"['situation', 'rise', 'specific']",887,2023-12-08,FDA,Botswana,93.94,4
e18ede26-ba28-4d5e-8a0c-1bed40866353,"Moore, Gutierrez and Hall",need,"['condition', 'concern', 'share']",875,2023-11-27,HALAL,Cyprus,4.88,4
5776744a-9ff1-434c-9e22-e5b1a543d1f2,"Christensen, Stephenson and Spencer",born,"['article', 'company', 'team']",204,2023-12-21,KOSHER,China,82.36,3
e24a0cd1-7d88-48bc-a068-6396402a192b,Martinez Inc,deal,"['process', 'six', 'involve']",579,2023-11-30,VEGAN FRIENDLY,Czech Republic,60,8
9f013623-cd57-4d45-8aac-f1bf12a6a088,Peterson PLC,none,"['everyone', 'under', 'character']",588,2023-12-12,CE,Turks and Caicos Islands,57.24,4
bd60617e-4a6e-4c0d-869f-df3967af9dd6,"Kirk, Jackson and Franco",peace,"['read', 'keep', 'suggest']",2,2023-12-11,FDA,Saint Pierre and Miquelon,72.36,2
adecbcae-0be2-48d7-8d5d-f5c37374ee21,Villarreal Ltd,require,"['seem', 'treatment', 'tonight']",469,2023-12-03,HALAL,Marshall Islands,76.44,6
ad35cf98-16e0-421e-a13b-3ce3317b17fb,"Patterson, Vance and Johnson",message,"['safe', 'check', 'follow']",716,2023-12-14,KOSHER,Sweden,4.27,3
f1fc3efd-d028-4f5e-b284-b3ecab9caae1,"Ellis, Brooks and Rice",book,"['debate', 'unit', 'answer']",169,2023-12-24,VEGAN FRIENDLY,Bouvet Island (Bouvetoya),73.46,10
e200ee1b-9301-46c0-a49d-ec8497bc97b7,Wong PLC,policy,"['either', 'paper', 'music']",565,2023-12-23,FDA,Falkland Islands (Malvinas),53.77,10
00dd3dd2-b888-458e-adb6-b7debe3a91b7,Miller Group,within,"['about', 'free', 'size']",460,2023-12-14,FDA,Suriname,81.09,5
9e951e90-768c-455f-88a3-954ab9aaa59c,Wood PLC,rate,"['building', 'wrong', 'network']",840,2023-12-02,FDA,Myanmar,68.69,2
b9f96e17-a66f-408d-9752-b7fd404c0daf,Singh Ltd,join,"['word', 'red', 'want']",969,2023-12-14,NON_GMO,Benin,17.94,6
65a17cc9-e308-47c2-a6d8-d7ff405e2477,Martinez and Sons,others,"['help', 'security', 'quality']",343,2023-12-10,CE,Argentina,65.69,6
eda6c23f-02d0-47df-8b10-6e91a291cdae,Bates-Carr,executive,"['easy', 'early', 'something']",920,2023-12-23,VEGAN FRIENDLY,Mauritius,89.31,1
8ac88035-e506-4009-9f40-e774ec97f4e2,Carter-Steele,management,"['course', 'better', 'wonder']",697,2023-12-06,CE,Tunisia,6.81,5
3422ca89-54e9-4bb5-9226-0b43932e8b17,Wilson-Henderson,would,"['nor', 'he', 'peace']",273,2023-12-11,CE,Martinique,51.83,9
08ebe7f5-8585-442f-b22f-141434d8d1a5,Moore-Villa,party,"['heavy', 'go', 'chance']",878,2023-12-23,FDA,Cameroon,46.48,3
55b09872-e40b-46e1-b420-2d87324f117a,Clark-Gaines,operation,"['camera', 'letter', 'last']",582,2023-12-13,KOSHER,Turks and Caicos Islands,88.3,10
6f277027-c46d-4016-af0d-3a0b59b8dd59,Bautista-Sanchez,arrive,"['stuff', 'generation', 'data']",184,2023-12-15,CE,Papua New Guinea,35.37,10
d4df391d-52e7-46c2-9054-9e7c9b2b2aa9,Roberts-Shaw,despite,"['long', 'blue', 'him']",922,2023-11-30,CE,Tanzania,48.19,3
183fea4b-f6d0-4d65-9fba-640d8a42a9f6,Kim and Sons,quite,"['fact', 'it', 'guy']",47,2023-12-14,KOSHER,Sierra Leone,59.59,7
c8bfcb72-558a-4c7a-820e-c55b5e2c24d4,Hall-French,issue,"['maybe', 'cell', 'fine']",963,2023-12-09,VEGAN FRIENDLY,Syrian Arab Republic,57.85,1
b0aa064e-ea16-4ad3-a2fe-805dbbb03455,Young Ltd,stay,"['have', 'charge', 'thousand']",896,2023-12-10,FDA,Christmas Island,54.77,7
e20794a4-92af-4518-891e-63cf88ee98d5,"Robinson, Mccoy and Powell",together,"['city', 'lawyer', 'important']",40,2023-12-25,NON_GMO,Namibia,57.76,7
0bd9cd7d-cd81-4c21-b06a-e8dbd6c31d4a,Carroll and Sons,report,"['single', 'serious', 'style']",97,2023-12-20,NON_GMO,Egypt,16.85,3
6584390d-bd57-479b-959d-16a2e4417324,Campbell-Weiss,product,"['practice', 'cost', 'stage']",314,2023-12-02,CE,Seychelles,26.03,9
28a10c73-8961-4330-8d21-e3745df70cf2,"Townsend, Bean and Hill",conference,"['myself', 'Mrs', 'off']",694,2023-12-25,VEGAN FRIENDLY,Puerto Rico,55.13,4
f58a5d44-de7d-461e-9eeb-ef258cccc8c5,Smith Inc,whether,"['purpose', 'sign', 'else']",433,2023-12-08,FDA,Saint Vincent and the Grenadines,83.66,3
7a73694d-178e-4213-a133-997d79e028b6,Boyd-Smith,them,"['tough', 'color', 'board']",279,2023-12-07,KOSHER,Ireland,37.15,3
b50d7c71-f452-4668-baca-83424beaa5f1,"Smith, Murray and Cortez",Mrs,"['key', 'fine', 'science']",346,2023-12-07,KOSHER,Moldova,31.14,2
7265d881-bfe8-48cc-94d3-19e74099989d,"Krause, Hunter and Chandler",lead,"['down', 'seven', 'daughter']",329,2023-12-03,FDA,Czech Republic,12.59,3
ab7cc132-dcd9-42ac-aa74-f06d3094c401,Martin LLC,marriage,"['often', 'travel', 'situation']",89,2023-11-30,ISO,France,93.83,1
c725d3f4-38b8-42ef-beba-66dfd6228354,Williams PLC,baby,"['interesting', 'scene', 'quite']",853,2023-11-27,CE,New Zealand,98.39,8
a63479dd-70fd-4f67-9b1f-62a336373668,Christian-Anderson,guess,"['significant', 'deep', 'head']",977,2023-12-08,VEGAN FRIENDLY,Ukraine,8.3,9
54f2beef-cde0-4db5-a204-389b75b1ba51,"Burgess, Robinson and Davis",wear,"['third', 'group', 'soon']",836,2023-12-16,ISO,Andorra,91.82,5
6a49ab32-bc19-4841-ac30-7bdd4b026283,Glass-Crosby,or,"['amount', 'world', 'remain']",331,2023-12-16,FDA,Solomon Islands,92.05,6
6e2fb8d4-4c1c-42e5-a45a-db50de1b23dd,Gibbs Inc,daughter,"['herself', 'book', 'floor']",925,2023-12-02,CE,Vanuatu,73.57,7
60f87a2a-21e1-4b99-b3a2-c918a137a8c8,Brown-Ward,course,"['any', 'weight', 'physical']",626,2023-12-21,FDA,Macao,33.32,3
2109730d-762c-4d0c-b2c4-068ad087f665,Scott-Chavez,answer,"['involve', 'color', 'Congress']",311,2023-12-03,VEGAN FRIENDLY,Malta,7.16,2
5a02468c-37fb-43ab-96cf-983c95e0c655,Smith and Sons,rock,"['site', 'conference', 'team']",377,2023-12-16,ISO,Colombia,42.31,2
cf9fbdb6-c3ce-479d-a829-d0926fa633b8,Bush-Maldonado,tell,"['any', 'what', 'worker']",319,2023-12-09,NON_GMO,Angola,22.57,6
4af7255d-f72c-422b-b3bc-612c9d86c045,Moreno-Benjamin,see,"['various', 'cold', 'could']",284,2023-12-17,NON_GMO,Albania,35.93,6
d2918d8a-606d-4c0b-ac14-ab36d7d7bada,Torres-Morgan,development,"['car', 'candidate', 'common']",685,2023-12-24,VEGAN FRIENDLY,Japan,90.93,3
516a4d91-7450-4bca-bbda-43158cc76abe,Williams Ltd,almost,"['front', 'cultural', 'hour']",663,2023-12-17,HALAL,Finland,66.55,5
4cfb9056-e51e-4e1f-9f25-d4db91b46de6,Howard-Harper,standard,"['civil', 'consider', 'age']",947,2023-12-10,CE,El Salvador,53.23,10
7d50c517-06d5-47df-beda-984be9064b1d,"Hale, Mcbride and Clark",mind,"['message', 'well', 'catch']",5,2023-12-03,HALAL,Guinea,61.26,10
dfd016b2-24ef-4fec-a013-3c1b452068b4,Browning Ltd,customer,"['race', 'necessary', 'remain']",153,2023-12-24,KOSHER,Colombia,37.39,8
724d3f46-15fc-4442-9350-011f5cff0d00,"Pitts, Pope and Chung",if,"['always', 'alone', 'brother']",332,2023-11-27,KOSHER,Slovakia (Slovak Republic),71.95,8
dd80b694-faf0-436b-85b5-52cf371696bb,"Valenzuela, Clay and Hayes",total,"['inside', 'success', 'risk']",768,2023-12-25,ISO,Netherlands Antilles,55.46,3
3dd2aa8c-04c6-46f6-acd9-b6f61c04b5fc,Kirby-Marquez,should,"['move', 'call', 'new']",964,2023-12-23,KOSHER,Bulgaria,56.51,6
bebc3eb8-7448-493c-9e46-3614d23a5108,Scott Ltd,return,"['piece', 'energy', 'radio']",185,2023-11-30,KOSHER,Iran,78.6,3
282758fd-5327-40c5-9c6e-6312e443a818,House-Nguyen,long,"['meet', 'write', 'last']",81,2023-12-07,ISO,Guadeloupe,66.62,4
068103e6-921e-4434-92d1-a41faf1e9de5,Valentine-Coleman,opportunity,"['for', 'school', 'road']",568,2023-12-25,KOSHER,Liechtenstein,86.81,6
81b44cda-743f-487d-9720-b9b07993215b,"Lee, Smith and Brown",medical,"['step', 'worker', 'senior']",229,2023-12-20,HALAL,Jamaica,60.45,1
2eaa3ee0-3a4c-4f92-8e39-381c54e044ba,Delgado Ltd,drug,"['free', 'easy', 'billion']",845,2023-12-11,HALAL,Hong Kong,33.02,4
ec9ac469-a02d-4ff4-83e2-76b7ea517436,Frank Inc,capital,"['standard', 'can', 'such']",198,2023-12-13,FDA,Chad,66.05,6
6011a9fd-d839-4d49-a6b8-a40d9bd8561c,Hardin Ltd,piece,"['history', 'he', 'father']",84,2023-12-10,CE,Saint Barthelemy,65.09,4
5d932db7-adef-4086-8b77-35a78af4db1f,"Mckenzie, Brooks and Morales",produce,"['crime', 'various', 'drive']",337,2023-12-14,ISO,Ethiopia,59.58,5
ecc9d12a-7c93-463d-9c38-5341e3cde792,Hill Group,child,"['unit', 'program', 'rate']",918,2023-11-30,KOSHER,Nauru,45.78,4
4b6cb195-6336-4b46-ba4c-25384f85331c,Fisher-Browning,him,"['again', 'example', 'we']",842,2023-12-03,HALAL,Niger,7.12,2
32998a84-1b70-46e2-b09e-d04772480bb8,Hull Inc,again,"['door', 'effect', 'still']",971,2023-12-19,NON_GMO,Guinea,61.37,9
04321e92-8663-469c-8027-ebf4cec357b2,Smith-Brown,knowledge,"['cell', 'moment', 'customer']",175,2023-12-08,CE,American Samoa,11.21,6
89fecb5d-ce7e-4764-95de-584cf5f45ebb,Mills and Sons,medical,"['professor', 'great', 'performance']",527,2023-12-01,VEGAN FRIENDLY,Guinea,3.56,8
f6c01f7f-b20a-4649-94eb-a7dea271ee09,"Butler, Johnson and Greene",opportunity,"['class', 'store', 'yet']",990,2023-12-09,ISO,Seychelles,95.01,3
d56c0da5-54d4-43c8-908d-5ac8459d45d2,Hayes Ltd,seek,"['minute', 'conference', 'during']",260,2023-12-01,NON_GMO,Faroe Islands,79.97,10
2c4e18a5-9b75-4a0b-b13b-f4accaddbd3b,Chan PLC,fast,"['voice', 'various', 'scene']",503,2023-12-19,VEGAN FRIENDLY,Antigua and Barbuda,27.39,8
59217bfc-fa06-4c1b-b5f1-a937fac7d57f,Herrera-Jordan,whose,"['father', 'practice', 'pull']",315,2023-12-22,NON_GMO,Mozambique,61.79,9
5adcb759-57a4-4fa1-b3b5-d772e44170b3,Berg LLC,there,"['again', 'get', 'sometimes']",191,2023-12-10,KOSHER,Bulgaria,99.06,3
c5f61aca-105b-43ae-ab19-66fb7fae62e9,"Wilson, Ramirez and Carpenter",mind,"['matter', 'him', 'send']",657,2023-12-19,ISO,Georgia,40.06,5
ab8d5d4a-989e-43b7-bb46-14f9da1bf0b9,"Richardson, Bentley and Sanchez",country,"['authority', 'former', 'build']",535,2023-12-18,HALAL,Northern Mariana Islands,85.3,5
d8e8fee0-f3a6-4928-8998-39428cbc5267,Goodman and Sons,small,"['card', 'happy', 'air']",383,2023-12-14,VEGAN FRIENDLY,Micronesia,24.83,6
70ce96f8-dda3-44c2-8239-592a4ad9f465,Simmons PLC,name,"['learn', 'safe', 'different']",267,2023-12-20,HALAL,Sao Tome and Principe,7.66,9
0ce360c7-2878-44a5-9eb9-cb3db91d3aae,Mitchell-Browning,training,"['chance', 'government', 'contain']",815,2023-12-10,NON_GMO,Senegal,38.71,5
65709d87-095a-411b-b217-778399457260,Flores-Avila,prepare,"['agent', 'campaign', 'sort']",452,2023-11-27,KOSHER,Serbia,92.05,2
291c63fd-36cc-417f-af40-54ca767f4a81,Campbell-Perez,change,"['maybe', 'piece', 'yes']",529,2023-12-21,KOSHER,Jamaica,15.53,2
ac5d47a8-835a-406f-bc53-4cd8f587b271,Joyce-Shields,fine,"['born', 'step', 'level']",363,2023-12-19,VEGAN FRIENDLY,Mauritius,85.38,5
0c5e29f9-5ccb-4e66-b266-c50f4bea574f,Phillips-Rush,sort,"['war', 'natural', 'black']",84,2023-11-29,HALAL,Colombia,41.39,5
8a4738ba-69b3-4c87-bfed-dda2d6e0e575,Rodriguez Inc,put,"['brother', 'realize', 'teach']",751,2023-12-14,FDA,Malaysia,7.74,2
cb06794c-f353-4378-b6ba-0ef412171aea,Johnston Group,region,"['pattern', 'treatment', 'season']",398,2023-11-29,FDA,Guinea-Bissau,6.43,8
9da039a9-bdc8-4a17-bca8-4c0ecd6d3fc9,Chang-Garcia,according,"['price', 'look', 'main']",444,2023-11-28,KOSHER,Fiji,11.91,1
c3f8c969-8450-4f34-abb6-74809610414e,Figueroa Ltd,my,"['official', 'everybody', 'color']",837,2023-12-17,VEGAN FRIENDLY,Niger,5.55,9
18c60f0e-f6de-4544-b43b-46171118d3c1,"Escobar, Hamilton and Smith",day,"['bar', 'care', 'business']",414,2023-12-14,KOSHER,Martinique,38.99,10
836b03f8-c2ff-4af6-9b26-3dd773232fef,Martinez-Joseph,nearly,"['mother', 'some', 'though']",993,2023-12-08,CE,Liberia,99.06,2
bb70a647-8fb1-48bc-b9b5-cae7db181ab3,Davis and Sons,analysis,"['assume', 'pretty', 'artist']",209,2023-12-16,CE,Sudan,69.56,3
7442941d-7c08-4910-a991-5bb798fff8cc,"Shields, Smith and Brown",build,"['bag', 'ever', 'eye']",862,2023-12-13,NON_GMO,Togo,40.89,10
aa44ba08-3236-4f0d-9b67-60af19d49c84,Hawkins LLC,wind,"['room', 'lose', 'time']",614,2023-12-23,FDA,Mongolia,95.32,5
94faa694-3d8f-402f-834e-b961a762a4cf,Galloway-Lewis,today,"['various', 'majority', 'what']",795,2023-12-12,KOSHER,Saint Martin,4.27,4
76595cd8-b6a1-472d-acd5-d95902fd4d0c,"Vargas, Perkins and Clark",debate,"['thank', 'civil', 'leg']",504,2023-12-13,ISO,Djibouti,70.02,5
8888ec4e-017d-477c-b3b2-4694d9a61a67,Walton-Sanchez,many,"['sometimes', 'ago', 'painting']",218,2023-12-14,VEGAN FRIENDLY,Zimbabwe,31.47,2
77992fc3-6596-452f-b8da-45b82dc55e5e,Bennett-Miller,each,"['coach', 'eight', 'they']",491,2023-12-10,VEGAN FRIENDLY,Northern Mariana Islands,81.85,2
aaab5580-6b42-4bde-8109-5092ade502d3,"Richardson, Campbell and Hodge",step,"['describe', 'within', 'have']",598,2023-12-10,FDA,Iraq,94.94,7
85bf7a7b-3221-43dc-90ad-f3aee9fcd8b7,Woods Ltd,former,"['stock', 'laugh', 'despite']",355,2023-12-07,CE,Bosnia and Herzegovina,48.47,7
ca9e1288-6979-4eda-a088-bd870c4b7e67,"Jordan, Evans and Gray",painting,"['study', 'name', 'group']",444,2023-12-04,NON_GMO,Bahamas,5.44,6
cb891e17-dec2-451a-8cbf-be8d1d1b8a16,Caldwell-Hill,image,"['challenge', 'window', 'evening']",320,2023-12-20,HALAL,Palestinian Territory,84.41,2
ac672f55-afec-48d3-a816-1a990e015ab4,Davis LLC,yeah,"['writer', 'sea', 'human']",116,2023-12-19,FDA,Taiwan,51.59,8
2ade11f4-521e-4a64-b6b0-1bc179443bc1,Pham-Martin,impact,"['here', 'building', 'son']",405,2023-11-27,CE,Botswana,38.42,1
b1941f17-677d-470d-a0b1-56e9e8fd5e41,Thompson and Sons,stage,"['however', 'smile', 'modern']",732,2023-12-21,CE,Hong Kong,24.24,9
70615fe2-c007-400c-910d-2c97ba66ec2d,"Johnson, Hubbard and Robertson",second,"['fish', 'we', 'serious']",370,2023-12-05,HALAL,Falkland Islands (Malvinas),46.96,7
54939ec7-de52-46cc-9534-2cc6865a9eb2,"Herring, Nixon and Smith",finish,"['arm', 'media', 'financial']",32,2023-12-18,HALAL,Eritrea,85.66,3
42146118-5d4f-4a84-9d6f-c7cd4f3c23d9,Powell-Camacho,raise,"['gas', 'adult', 'loss']",951,2023-12-15,NON_GMO,Korea,25.76,9
7ea9624b-01e1-4c67-a491-1ac0835b0e25,"Barry, Evans and Weaver",break,"['prove', 'history', 'each']",786,2023-12-09,HALAL,Malta,13.64,2
599a8282-6d2c-4c3c-9ba8-a3302c088652,"Baker, Garcia and Jones",tax,"['plan', 'character', 'summer']",887,2023-11-29,ISO,Malta,18.69,7
2539a1e5-9527-4aa6-bcdd-8c57ad208fed,Martinez-Smith,note,"['total', 'then', 'hold']",772,2023-12-15,NON_GMO,Latvia,77.55,10
4047f3b5-491b-4696-b8e9-95668084806e,Tucker-Barr,candidate,"['nation', 'according', 'at']",587,2023-12-02,NON_GMO,Bulgaria,94.26,2
7e9c7175-e3da-45f4-98d9-d0d8dbfbdd53,Wilson-Perkins,so,"['deep', 'rule', 'face']",691,2023-12-11,FDA,Gambia,42.67,2
8a71ba6c-fbaa-47d1-b185-7a6d662af4c2,Smith LLC,exactly,"['happen', 'clear', 'performance']",60,2023-12-02,FDA,Faroe Islands,73.48,3
5610f8cd-ac72-4fe3-b97c-97dc32faf17e,"Todd, Singleton and Burch",always,"['generation', 'yet', 'break']",310,2023-12-06,CE,Belize,78.93,5
a4653e20-411e-433f-93e4-45ee5ed3369f,Bailey and Sons,sure,"['two', 'once', 'wife']",629,2023-12-25,NON_GMO,Falkland Islands (Malvinas),90.27,5
77b7aa4d-363d-425f-b7d4-ea13e7f3cba7,Mcintyre Inc,than,"['from', 'agreement', 'cultural']",356,2023-12-10,VEGAN FRIENDLY,Nepal,42.67,9
